Date,Person,Time,EventType,City,State,Lat,Long
31-Mar-07,Joe Biden,10:30 a.m.,Meeting,Sumter,SC,33.9204354,-80.3414693
31-Mar-07,Hillary Rodham Clinton,Time N/A,Fundraiser,Pinecrest,FL,25.6622835,-80.3070395
31-Mar-07,Hillary Rodham Clinton,Time N/A,Fundraiser,Palm Beach,FL,26.7056206,-80.0364297
31-Mar-07,John Edwards,5 p.m.,Rally,Cary,NC,35.79154,-78.7811169
31-Mar-07,Mike Huckabee,5:30 p.m.,Speech,Washington,DC,38.8951118,-77.0363658
31-Mar-07,Duncan Hunter,5 p.m.,Speech,Webster City,IA,42.4694321,-93.8159149
31-Mar-07,Duncan Hunter,6 p.m.,Speech,Webster City,IA,42.4694321,-93.8159149
31-Mar-07,Dennis Kucinich,10:30 a.m.,Fundraiser,Saratoga,CA,37.2638324,-122.0230146
31-Mar-07,Dennis Kucinich,Noon,Fundraiser,Palo Alto,CA,37.4418834,-122.1430195
31-Mar-07,Dennis Kucinich,1:30 p.m.,Fundraiser,Pacifica,CA,37.6138253,-122.4869194
31-Mar-07,Dennis Kucinich,1:30 p.m.,Speech,Palo Alto,CA,37.4418834,-122.1430195
31-Mar-07,Barack Obama,11 a.m.,Town Hall,Council Bluffs,IA,41.2619444,-95.8608333
31-Mar-07,Barack Obama,3 p.m.,Speech,Onawa,IA,42.0275,-96.0963889
31-Mar-07,Barack Obama,5:45 p.m.,Speech,Denison,IA,42.0172222,-95.3511111
31-Mar-07,Barack Obama,Time N/A,Meeting,Ida Grove,IA,42.3462987,-95.4716235
31-Mar-07,Mitt Romney,Time N/A,Speech,Washington,DC,38.8951118,-77.0363658
31-Mar-07,Tommy Thompson,8:30 a.m.,Speech,Washington,IA,41.3014077,-91.6916417
31-Mar-07,Tommy Thompson,10:30 a.m.,Meeting,Muscatine,IA,41.424473,-91.0432051
31-Mar-07,Tommy Thompson,12:30 p.m.,Meeting,Davenport,IA,41.5236437,-90.5776367
1-Apr-07,Duncan Hunter,10:30 a.m.,Appearance,Des Moines,IA,41.6005448,-93.6091064
1-Apr-07,Duncan Hunter,5:45 p.m.,Appearance,Des Moines,IA,41.6005448,-93.6091064
1-Apr-07,Dennis Kucinich,6 p.m.,Speech,Seattle,WA,47.6062095,-122.3320708
1-Apr-07,Barack Obama,3 p.m.,Town Hall,Sioux City,IA,42.4999942,-96.4003069
1-Apr-07,Barack Obama,Time N/A,Appearance,Sioux City,IA,42.4999942,-96.4003069
2-Apr-07,Joe Biden,6:15 p.m.,House Party,Cumming,IA,41.4833235,-93.7624442
2-Apr-07,Hillary Rodham Clinton,11:15 a.m.,Speech,Elizabeth,NJ,40.6639916,-74.2107006
2-Apr-07,Hillary Rodham Clinton,5:30 p.m.,Speech,Ft. Madison,IA,40.6297634,-91.314535
2-Apr-07,Hillary Rodham Clinton,7:45 p.m.,Speech,Burlington,IA,40.8076529,-91.1128901
2-Apr-07,John Edwards,Noon,Town Hall,Concord,NH,43.2081366,-71.5375718
2-Apr-07,John Edwards,2 p.m.,Appearance,Londonderry,NH,42.8651298,-71.3739272
2-Apr-07,John Edwards,6:30 p.m.,Town Hall,Durham,NH,43.1339545,-70.9264393
2-Apr-07,Rudy Giuliani,Time N/A,House Party,Hampton Falls,NH,42.9162234,-70.863811
2-Apr-07,Mike Huckabee,6:30 p.m.,Speech,Little Rock,AR,34.7464809,-92.2895948
2-Apr-07,Duncan Hunter,Noon,Speech,Webster City,IA,42.4694321,-93.8159149
2-Apr-07,Duncan Hunter,5 p.m.,Speech,Iowa City,IA,41.6611277,-91.5301683
2-Apr-07,Dennis Kucinich,5:45 p.m.,Speech,Eugene,OR,44.0520691,-123.0867536
2-Apr-07,Dennis Kucinich,7:30 p.m.,Fundraiser,Eugene,OR,44.0520691,-123.0867536
2-Apr-07,Barack Obama,Time N/A,Speech,Keene,NH,42.933692,-72.2781409
3-Apr-07,Joe Biden,3 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
3-Apr-07,Hillary Rodham Clinton,7:30 a.m.,House Party,Mt. Pleasant,IA,40.9669444,-91.5511111
3-Apr-07,Hillary Rodham Clinton,9:45 a.m.,Appearance,Crawfordsville,IA,41.214439,-91.535923
3-Apr-07,Hillary Rodham Clinton,Noon,Speech,Iowa City,IA,41.6611277,-91.5301683
3-Apr-07,Hillary Rodham Clinton,6:15 p.m.,Town Hall,Waterloo,IA,42.4927641,-92.3429631
3-Apr-07,Chris Dodd,6:30 p.m.,Meeting,Laconia,NH,43.5278546,-71.4703509
3-Apr-07,John Edwards,5:45 p.m.,Town Hall,Cedar Rapids,IA,41.9778795,-91.6656232
3-Apr-07,Rudy Giuliani,7:15 a.m.,Speech,New Castle,NH,43.0724613,-70.7160762
3-Apr-07,Rudy Giuliani,6:30 p.m.,Rally,Des Moines,IA,41.6005448,-93.6091064
3-Apr-07,Mike Gravel,Time N/A,Appearance,Rindge,NH,42.759337,-72.0231125
3-Apr-07,Duncan Hunter,Time N/A,Speech,Creston,IA,41.0591667,-94.3644444
3-Apr-07,Barack Obama,Time N/A,Speech,Portsmouth,NH,43.0717552,-70.7625532
3-Apr-07,Barack Obama,Time N/A,Speech,Rochester,NH,43.304526,-70.9756186
3-Apr-07,Mitt Romney,9 a.m.,Town Hall,Keene,NH,42.933692,-72.2781409
3-Apr-07,Mitt Romney,11 a.m.,Meeting,Peterborough,NH,42.8706048,-71.9516746
3-Apr-07,Mitt Romney,3 p.m.,Appearance,Manchester,NH,42.9956397,-71.4547891
3-Apr-07,Mitt Romney,5 p.m.,Town Hall,Derry,NH,42.8806437,-71.3273346
4-Apr-07,Chris Dodd,10 a.m.,Town Hall,Concord,NH,43.2081366,-71.5375718
4-Apr-07,Chris Dodd,1:45 p.m.,Speech,Manchester,NH,42.9956397,-71.4547891
4-Apr-07,John Edwards,Noon,Town Hall,Davenport,IA,41.5236437,-90.5776367
4-Apr-07,John Edwards,5:45 p.m.,Town Hall,Des Moines,IA,41.6005448,-93.6091064
4-Apr-07,Rudy Giuliani,Time N/A,Meeting,Tallahassee,FL,30.4382559,-84.2807329
4-Apr-07,Rudy Giuliani,Time N/A,Speech,St. Petersburg,FL,27.7730556,-82.64
4-Apr-07,Mike Gravel,Time N/A,Appearance,Warner,NH,43.2819444,-71.8280556
4-Apr-07,Dennis Kucinich,7:50 a.m.,Speech,Bedford,NH,42.9463291,-71.5132008
4-Apr-07,Dennis Kucinich,10 a.m.,Speech,Manchester,NH,42.9956397,-71.4547891
4-Apr-07,Dennis Kucinich,Noon,Speech,Henniker,NH,43.1798323,-71.8222872
4-Apr-07,Barack Obama,Time N/A,Rally,Mason City,IA,43.1535728,-93.2010367
4-Apr-07,Bill Richardson,8 a.m.,Meeting,Manchester,NH,42.9956397,-71.4547891
4-Apr-07,Bill Richardson,9:30 a.m.,Appearance,Londonderry,NH,42.8651298,-71.3739272
4-Apr-07,Bill Richardson,1 p.m.,Appearance,Portsmouth,NH,43.0717552,-70.7625532
4-Apr-07,Bill Richardson,2:30 p.m.,Town Hall,Henniker,NH,43.1798323,-71.8222872
4-Apr-07,Bill Richardson,6 p.m.,Speech,Hanover,NH,43.7022451,-72.2895526
4-Apr-07,Bill Richardson,8:30 p.m.,Speech,Lebanon,NH,43.6422934,-72.2517569
4-Apr-07,Mitt Romney,8 a.m.,Meeting,Des Moines,IA,41.6005448,-93.6091064
4-Apr-07,Mitt Romney,10:45 a.m.,Appearance,Johnston,IA,41.6713889,-93.7058333
4-Apr-07,Mitt Romney,5:15 p.m.,Town Hall,Urbandale,IA,41.6266555,-93.7121656
4-Apr-07,Tom Tancredo,Noon,Meeting,Hudson,NH,42.7647763,-71.4398074
4-Apr-07,Tom Tancredo,6 p.m.,Speech,Nashua,NH,42.7653662,-71.467566
4-Apr-07,Tommy Thompson,7 p.m.,House Party,Manchester,NH,42.9956397,-71.4547891
4-Apr-07,Tommy Thompson,8:30 p.m.,Speech,Manchester,NH,42.9956397,-71.4547891
4-Apr-07,Tommy Thompson,Time N/A,Speech,Milwaukee,WI,43.0389025,-87.9064736
4-Apr-07,Tommy Thompson,Time N/A,Speech,Clive,IA,41.6060873,-93.77236
5-Apr-07,Rudy Giuliani,1 p.m.,Speech,North Charleston,SC,32.8546197,-79.9748103
5-Apr-07,Rudy Giuliani,Time N/A,Appearance,Myrtle Beach,SC,33.6890603,-78.8866943
5-Apr-07,Rudy Giuliani,Time N/A,Speech,Columbia,SC,34.0007104,-81.0348144
5-Apr-07,Mike Gravel,Time N/A,Speech,Concord,NH,43.2081366,-71.5375718
5-Apr-07,Dennis Kucinich,2:30 p.m.,Meeting,Concord,NH,43.2081366,-71.5375718
5-Apr-07,Dennis Kucinich,4:30 p.m.,Speech,Amherst,NH,42.875,-71.6005556
5-Apr-07,Dennis Kucinich,9 p.m.,Town Hall,Manchester,NH,42.9956397,-71.4547891
5-Apr-07,Barack Obama,Time N/A,Meeting,Dakota City,IA,42.7221935,-94.1971836
5-Apr-07,Barack Obama,Time N/A,Meeting,Fort Dodge,IA,42.4974694,-94.1680158
5-Apr-07,Barack Obama,Time N/A,Meeting,Algona,IA,43.0699663,-94.233019
5-Apr-07,Barack Obama,Time N/A,Speech,Mason City,IA,43.1535728,-93.2010367
5-Apr-07,Bill Richardson,8 a.m.,Town Hall,Littleton,NH,44.3061628,-71.7701237
5-Apr-07,Bill Richardson,9:30 a.m.,Speech,Whitefield,NH,44.3731103,-71.6101011
5-Apr-07,Bill Richardson,11:45 a.m.,Town Hall,Berlin,NH,44.4686696,-71.1850768
5-Apr-07,Bill Richardson,2 p.m.,Town Hall,Center Sandwich,NH,43.8074221,-71.4397352
5-Apr-07,Mitt Romney,Time N/A,Fundraiser,Indianapolis,IN,39.7685825,-86.1579557
5-Apr-07,Tommy Thompson,7:30 a.m.,Speech,Manchester,NH,42.9956397,-71.4547891
5-Apr-07,Tommy Thompson,7:30 p.m.,Meeting,Manchester,NH,42.9956397,-71.4547891
6-Apr-07,Mike Gravel,Time N/A,Fundraiser,Brattleboro,VT,42.8509348,-72.5578619
6-Apr-07,Barack Obama,Time N/A,Meeting,Marshalltown,IA,42.0494674,-92.9080375
6-Apr-07,Barack Obama,Time N/A,Appearance,Marshalltown,IA,42.0494674,-92.9080375
7-Apr-07,Mike Gravel,Time N/A,Appearance,Brattleboro,VT,42.8509348,-72.5578619
10-Apr-07,Joe Biden,1 p.m.,House Party,Concord,NH,43.2081366,-71.5375718
10-Apr-07,Joe Biden,7 p.m.,Town Hall,Wilmington,DE,39.7458333,-75.5466667
10-Apr-07,Hillary Rodham Clinton,7 p.m.,Town Hall,Wilmington,DE,39.7458333,-75.5466667
10-Apr-07,Chris Dodd,7 p.m.,Town Hall,Wilmington,DE,39.7458333,-75.5466667
10-Apr-07,John Edwards,7 p.m.,Town Hall,Wilmington,DE,39.7458333,-75.5466667
10-Apr-07,Dennis Kucinich,7 p.m.,Town Hall,Wilmington,DE,39.7458333,-75.5466667
10-Apr-07,Barack Obama,7 p.m.,Town Hall,Wilmington,DE,39.7458333,-75.5466667
10-Apr-07,Bill Richardson,7 p.m.,Town Hall,Wilmington,DE,39.7458333,-75.5466667
10-Apr-07,Mitt Romney,6 p.m.,Speech,College Station,TX,30.627977,-96.3344068
12-Apr-07,Chris Dodd,9:30 a.m.,Meeting,Des Moines,IA,41.6005448,-93.6091064
12-Apr-07,Chris Dodd,Noon,Meeting,Ames,IA,42.02335,-93.625622
12-Apr-07,Chris Dodd,4 p.m.,Speech,Ames,IA,42.02335,-93.625622
12-Apr-07,John Edwards,Noon,Appearance,Des Moines,IA,41.6005448,-93.6091064
12-Apr-07,John Edwards,7 p.m.,Speech,Charleston,SC,32.7765656,-79.9309216
12-Apr-07,John Edwards,7 p.m.,Meeting,Jacksonville,FL,30.3321838,-81.655651
12-Apr-07,Dennis Kucinich,10:30 a.m.,Meeting,Des Moines,IA,41.6005448,-93.6091064
12-Apr-07,Dennis Kucinich,11 a.m.,Meeting,Des Moines,IA,41.6005448,-93.6091064
12-Apr-07,Dennis Kucinich,4 p.m.,Speech,Ames,IA,42.02335,-93.625622
12-Apr-07,Dennis Kucinich,6:30 p.m.,Speech,Newton,IA,41.7033177,-93.0573533
12-Apr-07,Ron Paul,7 p.m.,Speech,Ames,IA,42.02335,-93.625622
12-Apr-07,Mitt Romney,1:25 p.m.,Meeting,Chicago,IL,41.8781136,-87.6297982
13-Apr-07,Joe Biden,1 p.m.,Speech,Boulder,CO,40.0149856,-105.2705456
13-Apr-07,Hillary Rodham Clinton,1:30 p.m.,Speech,Manchester,NH,42.9956397,-71.4547891
13-Apr-07,Hillary Rodham Clinton,5:45 p.m.,Town Hall,Manchester,NH,42.9956397,-71.4547891
13-Apr-07,Chris Dodd,7:30 p.m.,Town Hall,Pahrump,NV,36.2082943,-115.9839147
13-Apr-07,John Edwards,9:45 a.m.,Speech,Charleston,SC,32.7765656,-79.9309216
13-Apr-07,Mike Huckabee,Noon,Speech,Des Moines,IA,41.6005448,-93.6091064
13-Apr-07,Mike Huckabee,7 p.m.,Speech,North Charleston,SC,32.8546197,-79.9748103
13-Apr-07,Mike Huckabee,Time N/A,Speech,St. George,UT,37.0952778,-113.5780556
13-Apr-07,Duncan Hunter,6 p.m.,Speech,North Charleston,SC,32.8546197,-79.9748103
13-Apr-07,Dennis Kucinich,2 p.m.,Speech,Cambridge,MA,42.3736158,-71.1097335
13-Apr-07,Dennis Kucinich,4:30 p.m.,Speech,Boston,MA,42.3584308,-71.0597732
13-Apr-07,John McCain,11:25 a.m.,Party Event,Kalamazoo,MI,42.2917069,-85.5872286
13-Apr-07,John McCain,8 p.m.,Speech,Peoria,IL,40.6936488,-89.5889864
13-Apr-07,Barack Obama,1 p.m.,Speech,Florence,SC,34.1954331,-79.7625625
13-Apr-07,Barack Obama,6 p.m.,Speech,Columbia,SC,34.0007104,-81.0348144
13-Apr-07,Mitt Romney,8:30 a.m.,Town Hall,West Columbia,SC,33.9934867,-81.0739825
13-Apr-07,Mitt Romney,3 p.m.,N,Mount Pleasant,SC,32.8323225,-79.8284258
13-Apr-07,Mitt Romney,6 p.m.,Speech,North Charleston,SC,32.8546197,-79.9748103
13-Apr-07,Mitt Romney,8 p.m.,Speech,Lincolnshire,IL,42.1900249,-87.9084039
13-Apr-07,Mitt Romney,Time N/A,Speech,Lexington,SC,33.9815369,-81.2362107
14-Apr-07,Joe Biden,1 p.m.,House Party,Concord,NH,43.2081366,-71.5375718
14-Apr-07,Joe Biden,4 p.m.,Town Hall,Laconia,NH,43.5278546,-71.4703509
14-Apr-07,Hillary Rodham Clinton,9 a.m.,Meeting,Hampton,NH,42.9375932,-70.8389219
14-Apr-07,Hillary Rodham Clinton,11:15 a.m.,Town Hall,Hampton,NH,42.9375932,-70.8389219
14-Apr-07,Hillary Rodham Clinton,2 p.m.,House Party,Portsmouth,NH,43.0717552,-70.7625532
14-Apr-07,Rudy Giuliani,9 a.m.,Speech,St. Louis,MO,38.6270025,-90.1994042
14-Apr-07,Rudy Giuliani,12:15 p.m.,Meeting,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Rudy Giuliani,4:30 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Rudy Giuliani,Time N/A,Fundraiser,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Mike Huckabee,9 a.m.,Speech,Indianola,IA,41.3580484,-93.5574376
14-Apr-07,Mike Huckabee,10 a.m.,Speech,Goose Creek,SC,32.9810059,-80.0325867
14-Apr-07,Mike Huckabee,4:30 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Mike Huckabee,Time N/A,Fundraiser,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Dennis Kucinich,11 a.m.,Speech,Durham,NH,43.1339545,-70.9264393
14-Apr-07,Dennis Kucinich,1:30 p.m.,Speech,Portsmouth,NH,43.0717552,-70.7625532
14-Apr-07,Dennis Kucinich,5 p.m.,Appearance,Manchester,NH,42.9956397,-71.4547891
14-Apr-07,Dennis Kucinich,7 p.m.,Speech,Manchester,NH,42.9956397,-71.4547891
14-Apr-07,John McCain,9 a.m.,Town Hall,Dubuque,IA,42.5005583,-90.6645718
14-Apr-07,John McCain,11:30 a.m.,Town Hall,Marshalltown,IA,42.0494674,-92.9080375
14-Apr-07,John McCain,4:30 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,John McCain,Time N/A,Fundraiser,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Barack Obama,10 a.m.,Rally,Atlanta,GA,33.7489954,-84.3879824
14-Apr-07,Mitt Romney,9:30 a.m.,Speech,Conway,SC,33.8360034,-79.0478143
14-Apr-07,Mitt Romney,1 p.m.,Speech,Rock Hill,SC,34.9248667,-81.0250784
14-Apr-07,Mitt Romney,4:30 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Mitt Romney,Time N/A,Fundraiser,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Tom Tancredo,4:30 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Tom Tancredo,Time N/A,Fundraiser,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Tommy Thompson,9 a.m.,Speech,Indianola,IA,41.3580484,-93.5574376
14-Apr-07,Tommy Thompson,10 a.m.,Speech,Winterset,IA,41.3308237,-94.0138393
14-Apr-07,Tommy Thompson,12:30 p.m.,Speech,Fort Dodge,IA,42.4974694,-94.1680158
14-Apr-07,Tommy Thompson,4:30 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
14-Apr-07,Tommy Thompson,Time N/A,Fundraiser,Des Moines,IA,41.6005448,-93.6091064
15-Apr-07,John Edwards,4:15 p.m.,House Party,Nelson,NH,42.9894444,-72.1277778
15-Apr-07,Dennis Kucinich,2 p.m.,Meeting,Storrs,CT,41.8084314,-72.2495231
15-Apr-07,Dennis Kucinich,5:30 p.m.,House Party,Litchfield,CT,41.7472642,-73.1887165
15-Apr-07,Barack Obama,Time N/A,Fundraiser,Tampa,FL,27.950575,-82.4571776
15-Apr-07,Mitt Romney,7:15 p.m.,Speech,Newbury,NH,43.32139,-72.03639
19-Apr-07,Joe Biden,Time N/A,Speech,New York,NY,40.7143528,-74.0059731
19-Apr-07,Chris Dodd,Noon,Speech,Washington,DC,38.8951118,-77.0363658
19-Apr-07,Chris Dodd,6:15 p.m.,Ceremony,Manchester,NH,42.9956397,-71.4547891
19-Apr-07,Chris Dodd,Time N/A,Speech,New York,NY,40.7143528,-74.0059731
19-Apr-07,John Edwards,7 p.m.,Rally,Roanoke,VA,37.2709704,-79.9414266
19-Apr-07,Rudy Giuliani,9 a.m.,Speech,Oklahoma City,OK,35.4675602,-97.5164276
19-Apr-07,Rudy Giuliani,11 a.m.,Town Hall,Oklahoma City,OK,35.4675602,-97.5164276
19-Apr-07,John McCain,Time N/A,Fundraiser,Denver,CO,39.737567,-104.9847179
19-Apr-07,Bill Richardson,Time N/A,Speech,New York,NY,40.7143528,-74.0059731
19-Apr-07,Tommy Thompson,9:30 a.m.,Appearance,Iowa City,IA,41.6611277,-91.5301683
20-Apr-07,Joe Biden,1:30 p.m.,Appearance,Johnston,IA,41.6713889,-93.7058333
20-Apr-07,Joe Biden,6 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
20-Apr-07,Hillary Rodham Clinton,11 a.m.,Speech,New Brunswick,NJ,40.4862157,-74.4518188
20-Apr-07,Hillary Rodham Clinton,2:30 p.m.,Speech,New York,NY,40.7143528,-74.0059731
20-Apr-07,Chris Dodd,Noon,Speech,Hookset,NH,43.0967213,-71.4651283
20-Apr-07,Chris Dodd,6 p.m.,Speech,Hartford,CT,41.7637111,-72.6850932
20-Apr-07,John Edwards,11 a.m.,Speech,Adel,IA,41.6144325,-94.017453
20-Apr-07,John Edwards,1:15 p.m.,Town Hall,Boone,IA,42.0611111,-93.8861111
20-Apr-07,John Edwards,6 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
20-Apr-07,Rudy Giuliani,Noon,Speech,College Station,TX,30.627977,-96.3344068
20-Apr-07,Mike Huckabee,Noon,Speech,Fort Mill,SC,35.0073697,-80.9450759
20-Apr-07,Mike Huckabee,6 p.m.,Speech,Spartanburg,SC,34.9495672,-81.9320482
20-Apr-07,Duncan Hunter,6:30 p.m.,Speech,Ontario,CA,34.0633443,-117.6508876
20-Apr-07,John McCain,Noon,Fundraiser,Tucson,AZ,32.2217429,-110.926479
20-Apr-07,Barack Obama,6 p.m.,Speech,Boston,MA,42.3584308,-71.0597732
20-Apr-07,Bill Richardson,10 a.m.,Speech,Pella,IA,41.4080327,-92.916405
20-Apr-07,Bill Richardson,Noon,Meeting,Cedar Falls,IA,42.5348993,-92.4453161
20-Apr-07,Bill Richardson,3 p.m.,Speech,Cedar Falls,IA,42.5348993,-92.4453161
20-Apr-07,Bill Richardson,6 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
20-Apr-07,Mitt Romney,6:30 p.m.,Speech,Carmel,IN,39.978371,-86.1180435
21-Apr-07,Joe Biden,10 a.m.,Town Hall,Dubuque,IA,42.5005583,-90.6645718
21-Apr-07,Joe Biden,6 p.m.,Speech,Las Vegas,NV,36.114646,-115.172816
21-Apr-07,Hillary Rodham Clinton,10:30 a.m.,Town Hall,Marshalltown,IA,42.0494674,-92.9080375
21-Apr-07,Hillary Rodham Clinton,1 p.m.,Appearance,Newton,IA,41.7033177,-93.0573533
21-Apr-07,Hillary Rodham Clinton,3 p.m.,Speech,Des Moines,IA,41.6005448,-93.6091064
21-Apr-07,Hillary Rodham Clinton,7:30 p.m.,Party Event,Oelwein,IA,42.6784949,-91.9119586
21-Apr-07,Chris Dodd,9:30 a.m.,Meeting,Conway,NH,43.9791831,-71.1203479
21-Apr-07,Chris Dodd,Noon,House Party,Plymouth,NH,43.7570196,-71.6881528
21-Apr-07,Chris Dodd,6:30 p.m.,House Party,Littleton,NH,44.3061628,-71.7701237
21-Apr-07,John Edwards,9 a.m.,House Party,Indianola,IA,41.3580484,-93.5574376
21-Apr-07,John Edwards,Noon,Town Hall,Muscatine,IA,41.424473,-91.0432051
21-Apr-07,John Edwards,Time N/A,Speech,Detroit,MI,42.331427,-83.0457538
21-Apr-07,Rudy Giuliani,9:15 a.m.,Speech,Greenville,SC,34.8526176,-82.3940104
21-Apr-07,Rudy Giuliani,10 a.m.,Speech,Spartanburg,SC,34.9495672,-81.9320482
21-Apr-07,Rudy Giuliani,Noon,Speech,Columbia,SC,34.0007104,-81.0348144
21-Apr-07,Mike Huckabee,10 a.m.,Speech,Spartanburg,SC,34.9495672,-81.9320482
21-Apr-07,Mike Huckabee,Noon,Speech,Columbia,SC,34.0007104,-81.0348144
21-Apr-07,Duncan Hunter,10 a.m.,Speech,Spartanburg,SC,34.9495672,-81.9320482
21-Apr-07,Duncan Hunter,Noon,Speech,Columbia,SC,34.0007104,-81.0348144
21-Apr-07,Dennis Kucinich,11:30 a.m.,Appearance,Hackensack,NJ,40.8859325,-74.0434736
21-Apr-07,Dennis Kucinich,2 p.m.,Fundraiser,Basking Ridge,NJ,40.706111,-74.549722
21-Apr-07,Dennis Kucinich,3:30 p.m.,Fundraiser,Parsippany,NJ,40.8574813,-74.4270192
21-Apr-07,Dennis Kucinich,5:45 p.m.,Meeting,Montclair,NJ,40.8259007,-74.2090053
21-Apr-07,Dennis Kucinich,7:15 p.m.,Meeting,Jersey City,NJ,40.7281575,-74.0776417
21-Apr-07,Dennis Kucinich,Time N/A,Speech,New York,NY,40.7143528,-74.0059731
21-Apr-07,Barack Obama,5:15 p.m.,Speech,Johnston,IA,41.6713889,-93.7058333
21-Apr-07,Barack Obama,Time N/A,Speech,New York,NY,40.7143528,-74.0059731
21-Apr-07,Ron Paul,11 a.m.,Speech,Ontario,CA,34.0633443,-117.6508876
21-Apr-07,Mitt Romney,10 a.m.,Speech,Spartanburg,SC,34.9495672,-81.9320482
21-Apr-07,Mitt Romney,Noon,Speech,Columbia,SC,34.0007104,-81.0348144
21-Apr-07,Tom Tancredo,10 a.m.,Meeting,Manchester,NH,42.9956397,-71.4547891
21-Apr-07,Tom Tancredo,3 p.m.,Meeting,Tuftonboro,NH,43.6963,-71.2221024
21-Apr-07,Tom Tancredo,6:30 p.m.,Meeting,Wolfeboro,NH,43.5852069,-71.2094799
22-Apr-07,Hillary Rodham Clinton,11:30 a.m.,Town Hall,Decorah,IA,43.3033056,-91.7857092
22-Apr-07,Hillary Rodham Clinton,3 p.m.,Appearance,Dubuque,IA,42.5005583,-90.6645718
22-Apr-07,Chris Dodd,12:15 p.m.,Speech,Keene,NH,42.933692,-72.2781409
22-Apr-07,John Edwards,11 a.m.,Town Hall,Mason City,IA,43.1535728,-93.2010367
22-Apr-07,John Edwards,2 p.m.,Town Hall,Waterloo,IA,42.4927641,-92.3429631
22-Apr-07,John Edwards,5:30 p.m.,Town Hall,Fort Dodge,IA,42.4974694,-94.1680158
22-Apr-07,Dennis Kucinich,1 p.m.,Speech,Chicago,IL,41.8781136,-87.6297982
22-Apr-07,Dennis Kucinich,5 p.m.,Fundraiser,Chicago,IL,41.8781136,-87.6297982
22-Apr-07,Barack Obama,11:45 a.m.,Rally,Iowa City,IA,41.6611277,-91.5301683
22-Apr-07,Tom Tancredo,2 p.m.,Town Hall,Sanbornville,NH,43.5691582,-71.0293133
23-Apr-07,Hillary Rodham Clinton,8 p.m.,Fundraiser,New York,NY,40.7143528,-74.0059731
23-Apr-07,Chris Dodd,7 p.m.,Debate,Boston,MA,42.3584308,-71.0597732
23-Apr-07,John Edwards,7 p.m.,Speech,Washington,DC,38.8951118,-77.0363658
23-Apr-07,Rudy Giuliani,9:30 a.m.,Meeting,Henniker,NH,43.1798323,-71.8222872
23-Apr-07,John McCain,Noon,Speech,Washington,DC,38.8951118,-77.0363658
23-Apr-07,John McCain,Time N/A,Fundraiser,Greenwich,CT,41.0262417,-73.6281964
23-Apr-07,Barack Obama,11 a.m.,Speech,Chicago,IL,41.8781136,-87.6297982
23-Apr-07,Bill Richardson,3:30 p.m.,Meeting,Los Angeles,CA,34.0522342,-118.2436849
23-Apr-07,Bill Richardson,Time N/A,Fundraiser,Santa Monica,CA,34.0194543,-118.4911912
23-Apr-07,Bill Richardson,Time N/A,Fundraiser,Hollywood,CA,34.0928092,-118.3286614
23-Apr-07,Mitt Romney,Time N/A,Speech,Tallahassee,FL,30.4382559,-84.2807329
23-Apr-07,Mitt Romney,Time N/A,Meeting,Tallahassee,FL,30.4382559,-84.2807329
27-Apr-07,Joe Biden,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Hillary Rodham Clinton,8 a.m.,Speech,Washington,DC,38.8951118,-77.0363658
27-Apr-07,Hillary Rodham Clinton,11 a.m.,Forum,Greenville,SC,34.8526176,-82.3940104
27-Apr-07,Hillary Rodham Clinton,Noon,Town Hall,Greenville,SC,34.8526176,-82.3940104
27-Apr-07,Hillary Rodham Clinton,6 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Hillary Rodham Clinton,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Hillary Rodham Clinton,Time N/A,Speech,San Diego,CA,32.7153292,-117.1572551
27-Apr-07,Chris Dodd,8:30 a.m.,Meeting,Orangeburg,SC,33.4918203,-80.8556476
27-Apr-07,Chris Dodd,11 a.m.,Forum,Charleston,SC,32.7765656,-79.9309216
27-Apr-07,Chris Dodd,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Chris Dodd,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
